INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
41027	1.0	temporal	20
48669	0.994	atemporal	20
67308	0.994	atemporal	20
5305	0.996	atemporal	20
20745	0.994	atemporal	20
112932	1.0	temporal	20
139468	0.995	atemporal	20
34554	0.994	atemporal	20
55068	0.997	atemporal	20
81950	1.0	temporal	20
51836	0.997	atemporal	20
42307	0.994	atemporal	20
48730	0.999	atemporal	20
27418	0.996	atemporal	20
142149	0.999	atemporal	20
42198	0.994	atemporal	20
76083	0.994	atemporal	20
29035	0.994	atemporal	20
97921	0.996	atemporal	20
103757	0.997	atemporal	20
46496	0.998	atemporal	20
124918	0.996	atemporal	20
113564	0.996	atemporal	20
86015	0.995	atemporal	20
6668	0.994	atemporal	20
55303	1.0	temporal	20
16799	0.996	atemporal	20
32299	0.996	atemporal	20
99056	0.994	atemporal	20
92190	0.996	atemporal	20
88464	1.0	temporal	20
133437	0.995	atemporal	20
62848	0.995	atemporal	20
45784	0.995	atemporal	20
115639	0.997	atemporal	20
138748	0.996	atemporal	20
74966	1.0	temporal	20
69966	0.994	atemporal	20
119483	1.0	temporal	20
105312	0.996	atemporal	20
79998	0.997	atemporal	20
94768	0.996	atemporal	20
49050	0.996	atemporal	20
140514	0.996	atemporal	20
109508	0.997	atemporal	20
118696	0.996	atemporal	20
66644	0.996	atemporal	20
91051	0.997	atemporal	20
4554	1.0	temporal	20
32119	0.995	atemporal	20
21022	0.995	atemporal	20
3130	0.996	atemporal	20
82955	0.997	atemporal	20
94484	0.998	atemporal	20
20284	1.0	temporal	20
24243	0.996	atemporal	20
15715	1.0	temporal	20
10958	0.995	atemporal	20
132717	1.0	temporal	20
17070	0.995	atemporal	20
62576	0.995	atemporal	20
55639	0.997	atemporal	20
95332	0.998	atemporal	20
22650	0.995	atemporal	20
126024	0.995	atemporal	20
128741	0.994	atemporal	20
100006	0.996	atemporal	20
71837	0.997	atemporal	20
4023	1.0	temporal	20
85847	0.995	atemporal	20
20123	0.995	atemporal	20
124070	0.994	atemporal	20
106052	1.0	temporal	20
104435	0.994	atemporal	20
124527	0.995	atemporal	20
18739	0.994	atemporal	20
35826	0.995	atemporal	20
113515	0.994	atemporal	20
131893	0.997	atemporal	20
77043	0.994	atemporal	20
67842	1.0	temporal	20
49736	1.0	temporal	20
53911	0.995	atemporal	20
69797	0.995	atemporal	20
53528	1.0	temporal	20
30874	0.996	atemporal	20
22500	0.997	atemporal	20
129044	1.0	temporal	20
79832	0.997	atemporal	20
140010	1.0	temporal	20
3117	0.996	atemporal	20
61064	1.0	temporal	20
5475	1.0	temporal	20
6792	1.0	temporal	20
116101	0.995	atemporal	20
47155	1.0	temporal	20
137629	0.995	atemporal	20
118092	1.0	temporal	20
111293	0.997	atemporal	20
94339	0.995	atemporal	20
43637	0.995	atemporal	20
54067	0.995	atemporal	20
116169	0.995	atemporal	20
34166	0.994	atemporal	20
22771	1.0	temporal	20
49100	0.995	atemporal	20
127654	0.994	atemporal	20
2931	0.995	atemporal	20
94402	0.994	atemporal	20
11852	0.994	atemporal	20
75258	0.998	atemporal	20
134042	0.994	atemporal	20
63876	0.995	atemporal	20
137421	0.996	atemporal	20
108366	1.0	temporal	20
116562	0.994	atemporal	20
122143	0.995	atemporal	20
15906	1.0	temporal	20
109645	0.995	atemporal	20
134257	1.0	temporal	20
53632	0.996	atemporal	20
135469	1.0	temporal	20
38880	0.995	atemporal	20
113451	0.995	atemporal	20
67196	0.996	atemporal	20
136470	0.994	atemporal	20
19543	0.997	atemporal	20
135197	0.997	atemporal	20
109222	1.0	temporal	20
136431	0.995	atemporal	20
64369	0.998	atemporal	20
121189	0.994	atemporal	20
142298	0.996	atemporal	20
122394	0.997	atemporal	20
41985	0.998	atemporal	20
120450	0.997	atemporal	20
132008	0.997	atemporal	20
100875	1.0	temporal	20
78894	0.996	atemporal	20
129273	0.995	atemporal	20
39647	0.994	atemporal	20
5379	0.995	atemporal	20
116001	0.998	atemporal	20
26892	0.996	atemporal	20
90176	1.0	temporal	20
85507	0.997	atemporal	20
130289	0.997	atemporal	20
52853	1.0	temporal	20
29180	1.0	temporal	20
24396	1.0	temporal	20
130288	1.0	temporal	20
53100	0.996	atemporal	20
21472	0.995	atemporal	20
30931	1.0	temporal	20
22293	0.996	atemporal	20
55932	0.999	atemporal	20
40933	0.996	atemporal	20
116398	1.0	temporal	20
75547	1.0	temporal	20
115059	0.996	atemporal	20
7138	0.998	atemporal	20
93397	0.994	atemporal	20
23022	0.996	atemporal	20
123515	0.995	atemporal	20
91622	0.996	atemporal	20
41756	1.0	temporal	20
64303	1.0	temporal	20
62102	0.998	atemporal	20
40709	0.996	atemporal	20
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
72055	0.995	atemporal	21
74219	0.994	atemporal	21
129506	0.994	atemporal	21
124286	1.0	temporal	21
98836	0.993	atemporal	21
137190	0.993	atemporal	21
53884	1.0	temporal	21
103144	0.994	atemporal	21
142689	1.0	temporal	21
107569	0.994	atemporal	21
131509	0.995	atemporal	21
65800	1.0	temporal	21
41302	0.997	atemporal	21
16226	0.993	atemporal	21
102541	0.995	atemporal	21
102629	0.994	atemporal	21
122259	0.996	atemporal	21
51418	0.994	atemporal	21
142331	0.995	atemporal	21
42719	1.0	temporal	21
762	1.0	temporal	21
29858	0.993	atemporal	21
117818	0.995	atemporal	21
97801	0.993	atemporal	21
117336	1.0	temporal	21
93425	1.0	temporal	21
77589	0.997	atemporal	21
20523	1.0	temporal	21
99542	1.0	temporal	21
33649	0.998	atemporal	21
142001	0.994	atemporal	21
72906	1.0	temporal	21
35586	0.995	atemporal	21
55113	0.997	atemporal	21
124299	0.993	atemporal	21
83954	0.994	atemporal	21
7666	0.996	atemporal	21
27290	0.996	atemporal	21
67746	0.996	atemporal	21
93712	0.994	atemporal	21
10644	0.996	atemporal	21
96956	0.996	atemporal	21
110635	0.993	atemporal	21
84863	0.995	atemporal	21
111830	0.995	atemporal	21
30309	0.993	atemporal	21
76632	0.995	atemporal	21
94347	0.997	atemporal	21
66128	0.996	atemporal	21
70469	0.994	atemporal	21
86362	0.994	atemporal	21
74625	1.0	temporal	21
82295	0.993	atemporal	21
89359	0.994	atemporal	21
68963	0.996	atemporal	21
142843	0.994	atemporal	21
40338	0.995	atemporal	21
112865	0.995	atemporal	21
77485	0.995	atemporal	21
51924	0.994	atemporal	21
88783	1.0	temporal	21
51453	0.996	atemporal	21
57395	0.994	atemporal	21
63687	0.996	atemporal	21
2889	0.993	atemporal	21
117791	0.996	atemporal	21
53860	1.0	temporal	21
679	0.994	atemporal	21
121582	0.996	atemporal	21
107358	0.993	atemporal	21
92486	0.995	atemporal	21
16079	1.0	temporal	21
76984	0.994	atemporal	21
121164	0.998	atemporal	21
34121	0.996	atemporal	21
77742	0.995	atemporal	21
65687	0.996	atemporal	21
142769	0.995	atemporal	21
128891	1.0	temporal	21
128386	0.995	atemporal	21
88922	0.995	atemporal	21
52997	0.995	atemporal	21
44984	0.995	atemporal	21
138451	0.993	atemporal	21
14951	1.0	temporal	21
18522	0.993	atemporal	21
65277	0.994	atemporal	21
113448	0.995	atemporal	21
32832	1.0	temporal	21
76910	0.996	atemporal	21
96036	0.993	atemporal	21
115793	0.993	atemporal	21
63419	0.997	atemporal	21
110085	0.994	atemporal	21
52242	1.0	temporal	21
93894	1.0	temporal	21
27442	0.995	atemporal	21
132672	0.997	atemporal	21
15718	1.0	temporal	21
66605	0.994	atemporal	21
77425	0.995	atemporal	21
114087	0.993	atemporal	21
17133	0.997	atemporal	21
50370	0.993	atemporal	21
69475	0.995	atemporal	21
49020	1.0	temporal	21
115096	0.998	atemporal	21
44461	0.997	atemporal	21
23070	1.0	temporal	21
87975	0.997	atemporal	21
56854	0.994	atemporal	21
112955	0.996	atemporal	21
56791	1.0	temporal	21
129906	0.994	atemporal	21
101011	0.997	atemporal	21
98611	1.0	temporal	21
118166	1.0	temporal	21
928	0.995	atemporal	21
88756	1.0	temporal	21
89994	0.996	atemporal	21
5106	1.0	temporal	21
129473	0.994	atemporal	21
120885	0.995	atemporal	21
115935	1.0	temporal	21
91854	0.994	atemporal	21
33103	0.994	atemporal	21
69883	0.996	atemporal	21
41982	0.994	atemporal	21
80704	0.996	atemporal	21
23444	0.995	atemporal	21
3853	0.994	atemporal	21
34096	0.994	atemporal	21
40584	1.0	temporal	21
24556	0.993	atemporal	21
104731	0.997	atemporal	21
5243	0.998	atemporal	21
37171	0.996	atemporal	21
25476	0.994	atemporal	21
58889	1.0	temporal	21
126209	0.993	atemporal	21
104394	0.993	atemporal	21
56253	1.0	temporal	21
86448	0.994	atemporal	21
135869	0.995	atemporal	21
19722	0.995	atemporal	21
5932	0.993	atemporal	21
41781	0.997	atemporal	21
89806	0.993	atemporal	21
128319	0.995	atemporal	21
49780	0.994	atemporal	21
111567	1.0	temporal	21
1727	0.993	atemporal	21
66681	0.995	atemporal	21
84876	0.994	atemporal	21
138553	0.995	atemporal	21
18734	0.993	atemporal	21
31968	0.995	atemporal	21
69325	0.993	atemporal	21
141024	0.996	atemporal	21
50443	0.994	atemporal	21
9060	0.997	atemporal	21
128235	0.996	atemporal	21
34659	0.993	atemporal	21
14462	0.997	atemporal	21
7559	1.0	temporal	21
55134	0.994	atemporal	21
78880	0.993	atemporal	21
33697	0.993	atemporal	21
84447	0.993	atemporal	21
6321	0.993	atemporal	21
74812	0.994	atemporal	21
95074	0.996	atemporal	21
15497	0.996	atemporal	21
18243	0.994	atemporal	21
11312	1.0	temporal	21
26984	1.0	temporal	21
116979	0.995	atemporal	21
108694	0.997	atemporal	21
129963	0.994	atemporal	21
82756	0.996	atemporal	21
54658	0.995	atemporal	21
61159	0.995	atemporal	21
22168	0.997	atemporal	21
16260	0.996	atemporal	21
65025	0.998	atemporal	21
79092	0.993	atemporal	21
35687	0.996	atemporal	21
646	0.993	atemporal	21
127112	0.997	atemporal	21
57057	0.993	atemporal	21
22328	0.996	atemporal	21
71836	0.995	atemporal	21
86964	1.0	temporal	21
46042	0.994	atemporal	21
110197	0.993	atemporal	21
132790	0.995	atemporal	21
20434	0.995	atemporal	21
24330	0.996	atemporal	21
14947	0.997	atemporal	21
4343	0.995	atemporal	21
108680	0.996	atemporal	21
62314	0.997	atemporal	21
133807	0.996	atemporal	21
117343	0.993	atemporal	21
5146	0.996	atemporal	21
57273	0.994	atemporal	21
79956	1.0	temporal	21
78730	1.0	temporal	21
36940	0.993	atemporal	21
83425	0.996	atemporal	21
121544	0.993	atemporal	21
33271	0.994	atemporal	21
16164	1.0	temporal	21
1213	0.994	atemporal	21
67556	0.996	atemporal	21
98982	1.0	temporal	21
123949	1.0	temporal	21
63338	0.996	atemporal	21
87549	0.995	atemporal	21
92579	0.993	atemporal	21
22680	0.994	atemporal	21
54582	0.993	atemporal	21
79721	0.994	atemporal	21
116030	0.994	atemporal	21
97896	0.996	atemporal	21
23513	1.0	temporal	21
109279	0.993	atemporal	21
25025	0.997	atemporal	21
72790	0.996	atemporal	21
119902	0.993	atemporal	21
140231	0.994	atemporal	21
101006	1.0	temporal	21
111211	0.998	atemporal	21
101106	0.993	atemporal	21
488	0.995	atemporal	21
19321	1.0	temporal	21
80513	0.993	atemporal	21
53450	0.993	atemporal	21
90344	0.993	atemporal	21
46026	0.996	atemporal	21
41974	1.0	temporal	21
31986	0.995	atemporal	21
62597	0.995	atemporal	21
60299	0.995	atemporal	21
89651	0.995	atemporal	21
67188	0.993	atemporal	21
133861	1.0	temporal	21
28660	1.0	temporal	21
62150	0.995	atemporal	21
49575	0.995	atemporal	21
92968	0.996	atemporal	21
24137	0.998	atemporal	21
99222	0.996	atemporal	21
119208	0.994	atemporal	21
85770	0.995	atemporal	21
15421	1.0	temporal	21
122727	0.995	atemporal	21
50234	0.996	atemporal	21
55828	0.998	atemporal	21
30293	1.0	temporal	21
3352	0.996	atemporal	21
87035	0.995	atemporal	21
52893	0.996	atemporal	21
18977	0.995	atemporal	21
59386	0.996	atemporal	21
120314	0.997	atemporal	21
88245	0.995	atemporal	21
67811	0.995	atemporal	21
129875	0.997	atemporal	21
94160	0.995	atemporal	21
24121	0.994	atemporal	21
72732	0.995	atemporal	21
98151	0.996	atemporal	21
67337	0.998	atemporal	21
66499	0.993	atemporal	21
9338	0.994	atemporal	21
108477	0.994	atemporal	21
31569	0.995	atemporal	21
121322	1.0	temporal	21
8329	0.997	atemporal	21
71964	0.998	atemporal	21
55221	0.996	atemporal	21
106958	0.995	atemporal	21
89497	1.0	temporal	21
103474	0.995	atemporal	21
14579	0.994	atemporal	21
47483	0.993	atemporal	21
122545	0.994	atemporal	21
31060	1.0	temporal	21
20978	0.994	atemporal	21
12356	0.993	atemporal	21
115220	0.993	atemporal	21
72033	0.997	atemporal	21
26391	0.994	atemporal	21
40466	0.996	atemporal	21
67223	0.994	atemporal	21
119072	0.995	atemporal	21
129224	0.994	atemporal	21
73842	1.0	temporal	21
10079	0.993	atemporal	21
85520	0.993	atemporal	21
60068	0.997	atemporal	21
42716	0.993	atemporal	21
21136	0.994	atemporal	21
71775	1.0	temporal	21
121321	1.0	temporal	21
5016	0.994	atemporal	21
70877	0.994	atemporal	21
139951	0.995	atemporal	21
121072	0.996	atemporal	21
129196	1.0	temporal	21
21521	1.0	temporal	21
103039	0.995	atemporal	21
51463	0.995	atemporal	21
103277	0.994	atemporal	21
93490	0.993	atemporal	21
71530	1.0	temporal	21
44402	0.995	atemporal	21
102836	0.993	atemporal	21
80654	1.0	temporal	21
115729	0.994	atemporal	21
31136	1.0	temporal	21
104397	0.993	atemporal	21
52904	1.0	temporal	21
90632	0.997	atemporal	21
94057	1.0	temporal	21
15917	0.993	atemporal	21
86390	0.993	atemporal	21
94689	0.993	atemporal	21
67353	0.994	atemporal	21
101200	0.996	atemporal	21
73212	0.993	atemporal	21
76633	0.994	atemporal	21
9895	0.995	atemporal	21
118951	0.993	atemporal	21
28252	1.0	temporal	21
31520	1.0	temporal	21
112390	0.995	atemporal	21
109266	0.996	atemporal	21
134505	0.996	atemporal	21
1763	0.993	atemporal	21
6926	0.993	atemporal	21
116711	0.995	atemporal	21
49139	0.996	atemporal	21
74894	0.994	atemporal	21
130712	0.995	atemporal	21
1178	0.994	atemporal	21
43474	0.996	atemporal	21
124704	1.0	temporal	21
105196	0.995	atemporal	21
5845	0.995	atemporal	21
107606	0.996	atemporal	21
118051	0.995	atemporal	21
87214	0.995	atemporal	21
51058	0.993	atemporal	21
24934	1.0	temporal	21
24153	0.994	atemporal	21
71472	0.994	atemporal	21
46725	1.0	temporal	21
102474	0.995	atemporal	21
79681	0.996	atemporal	21
111607	1.0	temporal	21
2183	0.997	atemporal	21
53935	0.995	atemporal	21
56555	0.996	atemporal	21
60650	0.997	atemporal	21
123580	0.994	atemporal	21
71238	0.996	atemporal	21
25824	0.995	atemporal	21
51705	1.0	temporal	21
24818	0.996	atemporal	21
98481	0.994	atemporal	21
19039	0.993	atemporal	21
89146	0.995	atemporal	21
91229	0.993	atemporal	21
25079	0.993	atemporal	21
29239	0.993	atemporal	21
22009	0.994	atemporal	21
93392	0.995	atemporal	21
142692	1.0	temporal	21
3715	0.997	atemporal	21
14223	0.993	atemporal	21
27601	0.994	atemporal	21
1624	0.995	atemporal	21
30384	0.994	atemporal	21
43212	1.0	temporal	21
95080	0.993	atemporal	21
74994	0.999	atemporal	21
45711	0.994	atemporal	21
68710	0.995	atemporal	21
81257	0.996	atemporal	21
21641	0.994	atemporal	21
7714	0.993	atemporal	21
120200	0.996	atemporal	21
79743	0.995	atemporal	21
142534	1.0	temporal	21
53273	0.994	atemporal	21
117009	0.993	atemporal	21
95029	0.996	atemporal	21
33498	0.996	atemporal	21
76025	1.0	temporal	21
63564	1.0	temporal	21
63711	0.993	atemporal	21
3251	0.995	atemporal	21
100124	0.998	atemporal	21
77468	1.0	temporal	21
48675	0.994	atemporal	21
60859	0.994	atemporal	21
17185	0.993	atemporal	21
139109	0.995	atemporal	21
48407	0.994	atemporal	21
91301	0.993	atemporal	21
81179	0.994	atemporal	21
77344	0.997	atemporal	21
103925	0.997	atemporal	21
23417	0.995	atemporal	21
104892	0.993	atemporal	21
43589	0.996	atemporal	21
53115	0.993	atemporal	21
16303	0.996	atemporal	21
81932	0.993	atemporal	21
35186	0.994	atemporal	21
107139	0.994	atemporal	21
43360	0.994	atemporal	21
78252	0.995	atemporal	21
101049	0.993	atemporal	21
108843	0.995	atemporal	21
128432	1.0	temporal	21
101989	1.0	temporal	21
80319	0.995	atemporal	21
126778	0.996	atemporal	21
114791	0.995	atemporal	21
36643	0.995	atemporal	21
126218	0.995	atemporal	21
137324	0.994	atemporal	21
116805	0.993	atemporal	21
560	0.993	atemporal	21
18957	0.998	atemporal	21
79606	0.998	atemporal	21
23491	1.0	temporal	21
109045	1.0	temporal	21
38700	1.0	temporal	21
46742	0.995	atemporal	21
40446	1.0	temporal	21
10685	1.0	temporal	21
99052	0.993	atemporal	21
17439	0.995	atemporal	21
76885	0.994	atemporal	21
84102	0.996	atemporal	21
13336	0.995	atemporal	21
16091	0.995	atemporal	21
46989	0.993	atemporal	21
73564	0.996	atemporal	21
34894	0.994	atemporal	21
118888	0.996	atemporal	21
62197	1.0	temporal	21
108239	0.993	atemporal	21
51742	0.997	atemporal	21
16590	0.996	atemporal	21
47221	0.995	atemporal	21
97625	0.995	atemporal	21
141590	0.994	atemporal	21
54526	0.994	atemporal	21
8975	0.993	atemporal	21
30058	1.0	temporal	21
103000	1.0	temporal	21
63116	0.996	atemporal	21
129402	1.0	temporal	21
18322	0.996	atemporal	21
35841	0.997	atemporal	21
34429	0.998	atemporal	21
116792	0.996	atemporal	21
49565	1.0	temporal	21
90643	0.995	atemporal	21
61809	1.0	temporal	21
65326	0.998	atemporal	21
132904	0.995	atemporal	21
119051	0.997	atemporal	21
28875	1.0	temporal	21
71490	0.996	atemporal	21
27136	0.997	atemporal	21
93721	1.0	temporal	21
71181	0.994	atemporal	21
32600	0.995	atemporal	21
117615	0.995	atemporal	21
67484	1.0	temporal	21
140011	0.993	atemporal	21
90487	0.995	atemporal	21
135882	0.994	atemporal	21
23285	0.996	atemporal	21
50116	0.994	atemporal	21
69441	1.0	temporal	21
8917	0.995	atemporal	21
19635	0.994	atemporal	21
97240	0.995	atemporal	21
60048	0.995	atemporal	21
52231	0.994	atemporal	21
121978	0.996	atemporal	21
8734	0.995	atemporal	21
17418	1.0	temporal	21
98898	1.0	temporal	21
46585	0.994	atemporal	21
139826	0.995	atemporal	21
13633	0.995	atemporal	21
120554	0.995	atemporal	21
139163	0.997	atemporal	21
118170	0.993	atemporal	21
19157	1.0	temporal	21
5108	0.996	atemporal	21
47367	0.996	atemporal	21
116873	0.997	atemporal	21
67700	1.0	temporal	21
138337	0.995	atemporal	21
57121	1.0	temporal	21
44729	0.996	atemporal	21
46138	0.996	atemporal	21
12779	0.995	atemporal	21
39397	1.0	temporal	21
14039	0.995	atemporal	21
121902	0.997	atemporal	21
53250	0.995	atemporal	21
45010	1.0	temporal	21
139009	0.995	atemporal	21
46475	0.995	atemporal	21
59525	0.997	atemporal	21
88475	1.0	temporal	21
133669	0.993	atemporal	21
6061	0.994	atemporal	21
106032	1.0	temporal	21
52054	0.993	atemporal	21
113740	1.0	temporal	21
96300	0.994	atemporal	21
95273	1.0	temporal	21
10207	0.994	atemporal	21
60168	0.996	atemporal	21
81113	0.993	atemporal	21
29552	0.994	atemporal	21
96982	0.993	atemporal	21
4764	0.994	atemporal	21
127365	0.996	atemporal	21
118702	0.996	atemporal	21
50794	0.995	atemporal	21
14421	0.996	atemporal	21
59318	0.993	atemporal	21
2044	0.995	atemporal	21
141393	0.995	atemporal	21
136677	0.995	atemporal	21
136792	0.994	atemporal	21
73818	0.995	atemporal	21
117900	0.994	atemporal	21
139436	1.0	temporal	21
110411	0.995	atemporal	21
143680	0.993	atemporal	21
140762	0.995	atemporal	21
11099	0.995	atemporal	21
43618	0.994	atemporal	21
78898	0.993	atemporal	21
8613	0.996	atemporal	21
57911	0.993	atemporal	21
95288	0.993	atemporal	21
104771	0.993	atemporal	21
117987	0.995	atemporal	21
70239	0.996	atemporal	21
112723	0.993	atemporal	21
80337	0.996	atemporal	21
121013	0.995	atemporal	21
48752	1.0	temporal	21
97474	0.996	atemporal	21
26345	0.995	atemporal	21
116137	0.994	atemporal	21
31815	0.994	atemporal	21
83817	0.993	atemporal	21
67992	0.993	atemporal	21
41865	0.994	atemporal	21
83536	0.995	atemporal	21
34382	0.993	atemporal	21
83917	0.995	atemporal	21
40926	0.993	atemporal	21
115108	0.993	atemporal	21
57590	0.994	atemporal	21
76014	1.0	temporal	21
103494	0.996	atemporal	21
121750	0.995	atemporal	21
92057	0.998	atemporal	21
94019	0.995	atemporal	21
59804	0.994	atemporal	21
105082	0.994	atemporal	21
137985	0.993	atemporal	21
88557	0.995	atemporal	21
13567	0.996	atemporal	21
67927	1.0	temporal	21
45317	0.995	atemporal	21
141216	0.997	atemporal	21
140005	0.996	atemporal	21
64447	0.993	atemporal	21
143263	0.994	atemporal	21
28081	0.996	atemporal	21
67229	0.998	atemporal	21
72371	0.996	atemporal	21
102936	0.995	atemporal	21
102341	0.995	atemporal	21
41988	0.993	atemporal	21
137479	0.993	atemporal	21
10461	0.997	atemporal	21
66812	1.0	temporal	21
18441	0.998	atemporal	21
4756	0.994	atemporal	21
112405	0.993	atemporal	21
37278	0.994	atemporal	21
59274	1.0	temporal	21
60728	0.995	atemporal	21
102168	0.993	atemporal	21
14732	1.0	temporal	21
1912	0.994	atemporal	21
108371	1.0	temporal	21
62207	0.994	atemporal	21
102986	0.996	atemporal	21
65160	0.996	atemporal	21
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
67413	1.0	temporal	22
103516	0.993	atemporal	22
46664	1.0	temporal	22
20346	0.997	atemporal	22
91680	1.0	temporal	22
21463	0.995	atemporal	22
9763	0.995	atemporal	22
52790	1.0	temporal	22
47666	0.994	atemporal	22
14220	1.0	temporal	22
27747	0.992	atemporal	22
136834	0.996	atemporal	22
51769	1.0	temporal	22
92802	0.996	atemporal	22
109772	0.994	atemporal	22
31836	0.996	atemporal	22
76009	0.998	atemporal	22
10891	0.992	atemporal	22
114245	1.0	temporal	22
39551	0.992	atemporal	22
105727	0.993	atemporal	22
99304	0.992	atemporal	22
2796	0.996	atemporal	22
61660	0.996	atemporal	22
93828	1.0	temporal	22
40846	0.995	atemporal	22
99130	0.995	atemporal	22
22410	0.997	atemporal	22
136624	0.993	atemporal	22
133869	0.994	atemporal	22
63400	0.993	atemporal	22
113494	0.996	atemporal	22
13361	0.996	atemporal	22
94080	0.993	atemporal	22
24096	0.994	atemporal	22
68127	1.0	temporal	22
22694	0.997	atemporal	22
109982	0.993	atemporal	22
47290	0.992	atemporal	22
36544	0.997	atemporal	22
110181	0.994	atemporal	22
99163	0.994	atemporal	22
108768	0.993	atemporal	22
142540	0.992	atemporal	22
102088	0.995	atemporal	22
39422	1.0	temporal	22
20338	0.994	atemporal	22
123495	0.992	atemporal	22
126740	1.0	temporal	22
4719	0.995	atemporal	22
64051	0.993	atemporal	22
15938	0.995	atemporal	22
48379	0.995	atemporal	22
123905	0.998	atemporal	22
62242	0.992	atemporal	22
2008	0.994	atemporal	22
112525	0.996	atemporal	22
96078	0.993	atemporal	22
5495	0.996	atemporal	22
109981	0.992	atemporal	22
136288	0.993	atemporal	22
5162	0.992	atemporal	22
21135	0.992	atemporal	22
82889	0.995	atemporal	22
27860	0.993	atemporal	22
77190	0.994	atemporal	22
58814	0.995	atemporal	22
6049	0.994	atemporal	22
89587	0.995	atemporal	22
105492	0.998	atemporal	22
109754	0.993	atemporal	22
69612	0.995	atemporal	22
39862	0.992	atemporal	22
48069	0.992	atemporal	22
76761	1.0	temporal	22
16423	1.0	temporal	22
3258	0.995	atemporal	22
72922	0.992	atemporal	22
31069	1.0	temporal	22
35557	0.994	atemporal	22
123878	0.994	atemporal	22
97051	0.994	atemporal	22
73502	0.994	atemporal	22
99208	0.993	atemporal	22
46093	0.993	atemporal	22
60042	0.994	atemporal	22
77927	0.995	atemporal	22
102512	0.994	atemporal	22
99204	0.992	atemporal	22
109158	0.994	atemporal	22
119838	0.992	atemporal	22
26389	0.992	atemporal	22
129949	0.994	atemporal	22
131772	0.993	atemporal	22
125739	0.995	atemporal	22
41618	0.993	atemporal	22
62738	0.992	atemporal	22
61313	0.994	atemporal	22
122401	0.992	atemporal	22
102839	0.992	atemporal	22
48517	1.0	temporal	22
21460	0.994	atemporal	22
60553	0.995	atemporal	22
105851	1.0	temporal	22
5369	0.994	atemporal	22
226	0.994	atemporal	22
127756	0.994	atemporal	22
86906	0.992	atemporal	22
102979	0.995	atemporal	22
25814	0.997	atemporal	22
40048	0.995	atemporal	22
96720	0.997	atemporal	22
54046	0.993	atemporal	22
109033	0.994	atemporal	22
73804	1.0	temporal	22
46264	0.997	atemporal	22
129001	0.993	atemporal	22
90163	0.992	atemporal	22
18116	1.0	temporal	22
101488	0.992	atemporal	22
22388	1.0	temporal	22
85862	0.995	atemporal	22
130479	1.0	temporal	22
63069	0.992	atemporal	22
98964	0.997	atemporal	22
19099	0.995	atemporal	22
92315	1.0	temporal	22
18177	0.996	atemporal	22
47044	1.0	temporal	22
73137	0.994	atemporal	22
37363	0.995	atemporal	22
53307	1.0	temporal	22
104856	0.993	atemporal	22
48790	0.992	atemporal	22
140183	0.996	atemporal	22
51515	0.995	atemporal	22
14062	0.996	atemporal	22
27121	0.996	atemporal	22
122325	0.994	atemporal	22
40321	0.995	atemporal	22
21578	0.994	atemporal	22
142553	0.996	atemporal	22
102892	0.993	atemporal	22
3847	0.994	atemporal	22
88536	1.0	temporal	22
107829	0.996	atemporal	22
99094	0.995	atemporal	22
19370	0.995	atemporal	22
129289	0.992	atemporal	22
46446	0.996	atemporal	22
51858	0.993	atemporal	22
115872	0.994	atemporal	22
111817	0.994	atemporal	22
100349	0.994	atemporal	22
76645	0.995	atemporal	22
6097	0.996	atemporal	22
32846	0.992	atemporal	22
6657	0.993	atemporal	22
90030	0.996	atemporal	22
49974	0.994	atemporal	22
132546	0.996	atemporal	22
128292	1.0	temporal	22
64442	0.993	atemporal	22
125511	0.992	atemporal	22
59222	0.994	atemporal	22
32276	0.994	atemporal	22
124838	0.993	atemporal	22
126888	0.994	atemporal	22
766	0.992	atemporal	22
55962	0.992	atemporal	22
74520	0.994	atemporal	22
111064	1.0	temporal	22
20933	0.992	atemporal	22
105238	0.992	atemporal	22
124369	0.994	atemporal	22
60686	1.0	temporal	22
114210	0.996	atemporal	22
23301	0.996	atemporal	22
143000	1.0	temporal	22
6504	0.996	atemporal	22
112493	0.996	atemporal	22
98622	0.994	atemporal	22
38888	0.992	atemporal	22
118865	1.0	temporal	22
98269	0.994	atemporal	22
76602	0.995	atemporal	22
135361	0.994	atemporal	22
42470	0.996	atemporal	22
26282	1.0	temporal	22
99859	1.0	temporal	22
127144	0.996	atemporal	22
75450	1.0	temporal	22
24161	1.0	temporal	22
110454	0.998	atemporal	22
27462	0.992	atemporal	22
89916	0.992	atemporal	22
109668	0.997	atemporal	22
18125	0.994	atemporal	22
124835	0.997	atemporal	22
44415	1.0	temporal	22
123133	0.994	atemporal	22
121419	0.993	atemporal	22
89861	0.994	atemporal	22
37902	1.0	temporal	22
76396	0.993	atemporal	22
113302	0.996	atemporal	22
93907	1.0	temporal	22
30633	0.993	atemporal	22
19691	0.996	atemporal	22
62321	1.0	temporal	22
130792	0.992	atemporal	22
109107	0.994	atemporal	22
34217	0.996	atemporal	22
41838	0.994	atemporal	22
65609	0.994	atemporal	22
73470	0.996	atemporal	22
128156	0.996	atemporal	22
55208	1.0	temporal	22
66279	0.994	atemporal	22
4424	0.995	atemporal	22
