Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
3387	आकार_प्रकार	NOUN	1	किसी वस्तु की वे बाहरी और दृश्य बातें जिनसे उसकी लंबाई, चौड़ाई, प्रकार, स्वरूप आदि का ज्ञान होता है 	future	0.431	##
30599	10000	NOUN	2	अंकों के स्थानों की गिनती में इकाई की ओर से गिनने पर पाँचवाँ स्थान जिसमें दस हज़ार गुणित का बोध होता है 	neutral	0.738	##
557	मंजूर	ADJECTIVE	1	जिसकी अनुमति दी गई हो या मिल गई हो 	future	0.338	##
33473	मूर्धन्य	NOUN	1	वह वर्ण जिसका उच्चारण मूर्द्धा से होता है 	neutral	0.997	##
9010	ताम्र_फलक	NOUN	1	तांबे की चादर का टुकड़ा जिस पर प्राचीन काल में अक्षर खुदवा कर दान पत्र आदि लिखते थे 	present	0.356	##
1628	इन्दीवर	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
486	ईसा_विषयक	ADJECTIVE	1	जो ईसा से संबंधित हो 	present	0.397	##
1408	राजनीति_विषयक	ADJECTIVE	1	जो राजनीति से संबंधित हो 	present	0.397	##
20344	स्वाहिली	ADJECTIVE	1	स्वाहिली भाषा का या स्वाहिली बोलने वाले लोगों से संबंधित 	present	0.384	##
11300	रेवती_नक्षत्र	NOUN	2	वह समय जब चंद्रमा रेवती नक्षत्र में होता है 	neutral	0.997	##
1977	अंगड़ाई	NOUN	1	शरीर की वह स्वाभाविक क्रिया जिसमें धड़ और बाँहें कुछ समय के लिए तनती या ऐंठती हैं 	neutral	0.997	##
26833	चौपहिया	ADJECTIVE	1	चार पहिए का या चार पहिए से संबंधित 	present	0.385	##
7275	विद्युत	NOUN	1	आकाश में सहसा क्षण भर के लिए दिखाई देने वाला वह प्रकाश जो बादलों में वातावरण की विद्युत शक्ति के संचार के कारण होता है 	neutral	0.997	##
33504	महासागरीय	ADJECTIVE	1	महासागर का या महासागर से संबंधित 	present	0.384	##
414	ढेंपनी	NOUN	3	पत्ते या फल का वह भाग जो गोल छेद या मुँह के आकार का होता है तथा जहाँ से वह टहनी या आधार से जुड़ा रहता है 	neutral	0.997	##
44	अमानत	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
11294	उत्तराषाढ़ा_नक्षत्र	NOUN	2	वह काल जब चंद्रमा उत्तराषाढ़ा नक्षत्र में होता है 	neutral	0.997	##
11172	शुभ_घड़ी	NOUN	1	फलित ज्योतिष के अनुसार निकाला हुआ वह समय जब कोई शुभ काम किया जाए 	neutral	0.997	##
18673	सायमीस	ADJECTIVE	1	थाईलैंड का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
34746	मध्यवर्ग	NOUN	1	बीच का वर्ग यानि उच्च एवं निम्न के बीच का वर्ग 	neutral	0.997	##
8605	कंठ्याक्षर	NOUN	1	वह वर्ण जिसका उच्चारण कंठ से होता है 	neutral	0.997	##
22556	बहुकन्या	NOUN	1	एक प्रकार का पौधा जिसका औषध के रूप में प्रयोग होता है 	neutral	0.997	##
16483	शीतदंतिका	NOUN	1	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
35366	समय_सारिणी	NOUN	1	कार्यक्रमों तथा उनके होने के समय की सूची 	neutral	0.451	##
8156	सम्प्रदानकारक	NOUN	1	व्याकरण में वह कारक जिसमें देना शब्द क्रिया का लक्ष्य होता है अर्थात कर्ता जिसके लिए कुछ कार्य करता है अथवा जिसे कुछ देता है उसे व्यक्त करने वाले कारक रूप 	future	0.343	##
5203	आप्शन	NOUN	1	सामने आए हुए दो या अधिक ऐसी बातों या कामों में से हर एक जिनमें से एक अपने लिए ग्रहण किया जाने को हो 	neutral	0.413	##
38396	आख़िरी_वक़्त	NOUN	1	विनाश या बंद होने का समय 	neutral	0.997	##
6733	पूर्वा_फाल्गुनी_नक्षत्र	NOUN	1	वह समय जब चन्द्रमा पूर्वा-फाल्गुनी नक्षत्र में होता है 	neutral	0.997	##
38708	खुसुरपुसुर	NOUN	2	वह बात जो कान के पास धीरे से कही जाए 	future	0.319	##
35366	समय-तालिका	NOUN	1	कार्यक्रमों तथा उनके होने के समय की सूची 	neutral	0.451	##
26171	शुभ-दिन	NOUN	1	वह दिन जो शुभ हो 	present	0.436	##
27339	अंगवाची	NOUN	1	वह अर्थीय संबंध जो किसी भाग का उसके संपूर्ण से होता है 	neutral	0.758	##
36600	अविज्ञापित	ADJECTIVE	1	जिसकी सूचना न दी गई हो 	present	0.289	##
10883	साढ़े	ADJECTIVE	1	(एक शब्द) जो पूरी संख्या के सूचक शब्द के साथ लगकर आधे अधिक का सूचक होता है 	neutral	0.997	##
19373	फ्रेन्च	ADJECTIVE	1	फ़्रांस का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
9043	तेरही	NOUN	1	किसी के मरने के दिन से तेरहवें दिन का कृत्य जिसमें पिंडदान होता है, और ब्राह्मण आदि को भोजन करा के घर के लोग शुद्ध होते हैं 	neutral	0.997	##
16676	किलकैया	NOUN	1	नहरुए की तरह का एक रोग जो पशुओं को होता है 	neutral	0.997	##
8739	चंद्रवंश्य	ADJECTIVE	1	चंद्रवंश का या चंद्रवंश से संबंधित 	present	0.384	##
652	रूप	NOUN	5	* एक विशेष अंदाज जिसमें कुछ प्रदर्शित या अभिव्यक्त होता है 	neutral	0.997	##
911	तेरस	NOUN	1	चान्द्र मास के किसी पक्ष की तेरहवीं तिथि 	neutral	0.501	##
14275	बग़ली	ADJECTIVE	1	बगल का या बगल से संबंधित 	present	0.384	##
11295	श्रवणा	NOUN	2	वह समय जब चन्द्रमा श्रवण नक्षत्र में होता है 	neutral	0.997	##
12008	तथ्य	NOUN	1	कोई ऐसी बात जिसकी अनुभूति या ज्ञान किसी विशेष अवस्था में या कोई काम करते समय हुआ हो 	neutral	0.521	##
3693	असाढ़	NOUN	1	भारतीय महीनों में ज्येष्ठ के बाद का और श्रावण के पहले का महीना जो अंग्रेजी महीने के जून और जुलाई के बीच में आता है 	past	0.42	##
8977	तत्सम_शब्द	NOUN	1	किसी भाषा का, विशेषतः संस्कृत का, वह शब्द जिसका व्यवहार दूसरी अथवा देशी भाषाओं में उसके मूल रूप में या ज्यों -का-त्यों हो 	neutral	0.729	##
8404	चांद्र	ADJECTIVE	1	जो चंद्रमा के विचार से या आधार पर हो या उससे संबंधित हो 	present	0.367	##
6463	नींद	NOUN	1	प्राणियों की वह अवस्था जिसमें उनकी चेतन वृत्तियाँ बीच में कुछ समय के लिए निश्चेष्ट होकर रुकी रहती हैं और उन्हें शारीरिक तथा मानसिक विश्राम मिलता है 	neutral	0.997	##
5635	घिसा_पिटा	ADJECTIVE	2	जो बहुत समय से एक ही रूप में प्रयोग हो रहा हो 	present	0.346	##
605	रुख़	NOUN	4	शरीर की वह स्थिति जिसके द्वारा चित्त का भाव प्रकट होता है 	present	0.351	##
8739	चंद्रवंशीय	ADJECTIVE	1	चंद्रवंश का या चंद्रवंश से संबंधित 	present	0.384	##
4947	वसंतकालीन	ADJECTIVE	1	वसंत के समय का या वसंत से संबंधित 	present	0.375	##
27652	फलका-मुख	NOUN	1	जहाज में फलका से सुसज्जित द्वार विशेषकर जहाज के डेक के बीच का गलियारा 	neutral	0.997	##
1628	वारिज	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
2525	सेफ़्टी_पिन	NOUN	1	बकलस के रूप में वह पिन जिसका ऊपरी हिस्सा इस तरह का होता है कि पिन का अगला नुकीला भाग पिन लगानेवाले को न चुभे 	neutral	0.758	##
9575	वंशशर्करा	NOUN	1	बाँस का सारभाग जो उसके जल जाने के बाद सफ़ेद टुकड़ों में पाया जाता है 	past	0.33	##
2087	चिरनिद्रा	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
16483	अंजनकेशी	NOUN	1	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
1565	यथार्थ	NOUN	1	वह जो न्यायसंगत, उचित और धर्म से संबंधित हो 	present	0.386	##
3996	तोययंत्र	NOUN	1	एक प्राचीन यंत्र जिसमें नाँद में भरे हुए जल में एक छोटे छेदवाली कटोरी रहती थी और उस कटोरी में भरनेवाले जल के परिमाण से समय का ज्ञान होता था 	future	0.404	##
2275	कँपकँपी	NOUN	2	+बुखार आने से पहले की स्थिति जिसमें ठंड लगती है और बदन दर्द होता है 	neutral	0.464	##
1661	पुराना	ADJECTIVE	2	इस समय से पहले का या जो पूर्व काल से संबंधित हो 	future	0.34	##
6491	अर्थगत	ADJECTIVE	2	जो भाषा में अर्थ के अध्ययन या अर्थ से संबंधित हो 	present	0.379	##
5583	जिन्दगानी	NOUN	2	जन्म से मृत्यु तक का समय जिसकी गणना दिनों, महीनों, वर्षों आदि में होती है 	neutral	0.997	##
35605	मनोवैज्ञानिक	ADJECTIVE	2	मनोविज्ञान का या उससे संबंधित या निर्धारित 	present	0.377	##
629	पित्र्या	NOUN	2	वह समय जब चंद्रमा मघा नक्षत्र में होता है 	neutral	0.997	##
7945	पुष्पक	NOUN	2	पौधों में वह अंग जो गोल या लंबी पंखुड़ियों का बना होता है और जिसमें फल उत्पन्न करने की शक्ति होती है 	neutral	0.997	##
2362	पूर्व-कालीन	ADJECTIVE	2	जो बीते हुए समय से संबंधित हो 	present	0.373	##
2087	इंतक़ाल	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
1964	अन्तराल	NOUN	1	दो बिंदुओं के बीच का स्थान या समय 	neutral	0.997	##
37157	तैलंगी	ADJECTIVE	1	तैलंग क्षेत्र का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
17026	गंगौलिया	NOUN	1	एक प्रकार का नींबू जो बहुत ही खट्टा होता है 	neutral	0.997	##
15758	जाठ	NOUN	1	वह लट्ठा जो कोल्हू की कुंडी के बीच में लगा होता है 	past	0.442	##
1801	पूर्वाह्न	NOUN	1	सबेरे से दोपहर तक का समय या दिन का पहला आधा भाग 	past	0.448	##
8660	वंश_परंपरा	NOUN	1	किसी वंश में बहुत समय से होता आने वाला आचार या रीति व्यवहार 	neutral	0.507	##
19440	नरहरि	NOUN	1	भगवान विष्णु के चौथे अवतार का वह रूप जो आधे पुरुष और आधे सिंह के रूप में था 	neutral	0.997	##
1210	मजमून	NOUN	1	किसी विषय पर गद्य के रूप में लिखकर प्रकट किए हुए विचार जो किसी प्रकाशन का स्वतंत्र हिस्सा होता है 	neutral	0.997	##
10643	रेफरी	NOUN	1	वह व्यक्ति जो प्रतियोगिताओं में निष्पक्ष निर्णय देने के लिए नियुक्त होता है 	neutral	0.997	##
1348	अभिलाषित	ADJECTIVE	1	जिसकी इच्छा की गई हो 	present	0.376	##
609	भिस्स	NOUN	1	कमल का मूल जो पतले लम्बे डंठल के रूप में होता है 	neutral	0.997	##
25582	उस्बेग	ADJECTIVE	1	उज़बेकिस्तान का या उससे संबंधित 	future	0.373	##
25582	उस्बेक	ADJECTIVE	1	उज़बेकिस्तान का या उससे संबंधित 	future	0.373	##
729	अनैतिक	ADJECTIVE	1	जिसमें नैतिकता न हो या जो नैतिक न हो 	present	0.342	##
1628	कमलिनी	NOUN	1	पानी में होने वाले एक पौधे का पुष्प जो बहुत ही सुन्दर होता है 	neutral	0.997	##
798	अलार	NOUN	1	इधर-उधर घिरे हुए स्थान के बीच में वह खुला स्थान जिससे होकर लोग, जंतु, आदि अंदर बाहर आते-जाते हैं 	past	0.423	##
1784	वाइस_प्रेजिडेंट	NOUN	2	किसी संस्था का वह अधिकारी जिसका पद सभापति के उपरांत या उससे छोटा, पर मंत्री से बड़ा होता है और जो सभापति की अनुपस्थिति में उसके सब कार्य करता है 	future	0.454	##
2025	रात्रि	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
18831	बहुवचन	NOUN	1	व्याकरण में वह वचन जिससे एक से अधिक का बोध हो 	present	0.362	##
35567	लातिनी	ADJECTIVE	1	लैटिन भाषा का या लैटिन भाषा बोलने वाले लोगों या उनके देश, संस्कृति आदि से संबंधित 	present	0.385	##
37352	गुरुत्व-केन्द्र	NOUN	1	पदार्थ विज्ञान में किसी पदार्थ के बीच का वह बिन्दु जिस पर यदि उस पदार्थ का सारा विस्तार सिमट कर आ जाए तो भी उसके गुरुत्वाकर्षण में कोई अन्तर नहीं पड़ता 	neutral	0.997	##
5583	जिन्दगी	NOUN	2	जन्म से मृत्यु तक का समय जिसकी गणना दिनों, महीनों, वर्षों आदि में होती है 	neutral	0.997	##
8156	संप्रदानकारक	NOUN	1	व्याकरण में वह कारक जिसमें देना शब्द क्रिया का लक्ष्य होता है अर्थात कर्ता जिसके लिए कुछ कार्य करता है अथवा जिसे कुछ देता है उसे व्यक्त करने वाले कारक रूप 	future	0.343	##
1399	चित्रा	NOUN	11	वह काल जब चंद्रमा चित्रा नक्षत्र में होता है 	neutral	0.997	##
817	नवमी_तिथि	NOUN	1	चान्द्र मास के किसी पक्ष की नौवीं तिथि 	neutral	0.501	##
6397	कुलिया	NOUN	1	सिंचाई, यात्रा आदि के लिए छोटी नदी के रूप में तैयार किया हुआ जलमार्ग या वह जलमार्ग जिसका उपयोग सिंचाई, यात्रा आदि के लिए होता है 	neutral	0.998	##
29030	शरबती	ADJECTIVE	1	शरबत का या शरबत से संबंधित 	present	0.384	##
1085	सुखंडी	NOUN	1	एक प्रकार का रोग जो विशेषकर बच्चों को होता है और जिसमें शरीर सूखने लगता है 	neutral	0.997	##
30974	भूमध्यरेखीय	ADJECTIVE	1	भूमध्यरेखा का या भूमध्यरेखा से संबंधित 	present	0.373	##
2087	मृत्यु	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
558	अश्मंत	NOUN	2	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
16651	गमतखाना	NOUN	1	नाव में वह स्थान जहाँ पानी रिसकर या छेदों से आकर इकट्ठा होता है 	neutral	0.609	##
758	स्फुटा	NOUN	1	कुछ साँपों के सिर का वह रूप जिसमें सिर फैलकर पत्ते के आकार का हो जाता हैं 	present	0.356	##
658	अवसान	NOUN	4	वह समय जब दिन का अंत और रात का आरंभ होने को होता है 	neutral	0.997	##
198	अन्यदेशीय	ADJECTIVE	2	जो दूसरे देश से संबंधित हो या दूसरे देश का हो 	present	0.355	##
105	रुख्सत	NOUN	1	कोई काम करने से पहले उसके संबंध में बड़ों से मिलने या ली जाने वाली स्वीकृति जो बहुत-कुछ आज्ञा के रूप में होती है 	neutral	0.997	##
28651	उत्तर-पश्चिमी	ADJECTIVE	1	उत्तर-पश्चिम का या उत्तर-पश्चिम से संबंधित 	present	0.384	##
88	वर्तमान	ADJECTIVE	2	जिस पर इस समय की बातों या विशेषताओं की पूरी छाप हो 	present	0.397	##
6987	श्लेषा_नक्षत्र	NOUN	1	वह समय जब चंद्रमा अश्लेषा नक्षत्र में होता है 	neutral	0.997	##
18517	कवि_गंग	NOUN	1	अकबर के समय के हिंदी के एक कवि 	neutral	0.997	##
4876	मध्यिका	NOUN	1	कुर्सियों की पंक्तियों या किन्हीं दो पंक्तियों के बीच का मार्ग 	neutral	0.997	##
6830	द्वीश	NOUN	1	वह समय जब चन्द्रमा विशाखा नक्षत्र में होता है 	neutral	0.997	##
37980	शन्ट	NOUN	1	किसी अन्य उपकरण के समानान्तर लगा हुआ, कम प्रतिरोध क्षमता वाला विद्युत चालक यंत्र (कन्डक्टर) जो विद्युत धारा के कुछ अंश को अपने में से होकर जाने देने के लिए होता है 	neutral	0.997	##
20679	आस्मानी	NOUN	1	एक रंग जो आसमान के रंग का या हल्का नीला होता है 	future	0.381	##
25681	प्रेतपिण्ड	NOUN	1	मरने के दिन से लेकर सपिंडी के दिन तक नित्य दिया जाने वाला अन्न का वह पिंड जिसके संबंध में यह माना जाता है कि इससे प्रेत देह बनती है 	neutral	0.997	##
3387	रूपरंग	NOUN	1	किसी वस्तु की वे बाहरी और दृश्य बातें जिनसे उसकी लंबाई, चौड़ाई, प्रकार, स्वरूप आदि का ज्ञान होता है 	future	0.431	##
7935	वंशीय	ADJECTIVE	2	किसी वंश या कुल में उत्पन्न (यह शब्द केवल संयुक्त रूप में प्रयुक्त होता है) 	neutral	0.997	##
4127	सन्धि	NOUN	3	व्याकरण में वह विकार जो दो अक्षरों के पास-पास आने के कारण उनके मेल से होता है 	neutral	0.604	##
36880	अशोक-चक्र	NOUN	2	सम्राट अशोक के समय के बहुत से शिलालेखों पर मिलने वाला चक्र चिह्न जो धर्मचक्र का प्रतीक है 	neutral	0.997	##
2087	फौत	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
205	दशा	NOUN	2	किसी विषय, बात या घटना की कोई विशेष स्थिति 	future	0.393	##
1590	आगिल	ADJECTIVE	2	आगे आने वाला या उससे संबंधित 	future	0.379	##
380	संयोजक_चिन्ह	NOUN	1	व्याकरण में वह चिह्न जो शब्दों, पदों, उपवाक्यों आदि को जोड़ता है 	present	0.367	##
4307	अरबराना	VERB	1	किसी बात या घटना आदि से डरना या घबड़ा जाना 	future	0.344	##
27699	लंबा_समय	NOUN	1	* एक लंबा समय 	neutral	0.992	##
39387	कांस्य_युग	NOUN	1	पुरातत्त्व में पाषाण तथा लौह युग के बीच का प्रागैतिहासिक काल जिसमें काँसे का उत्पादन एवं उससे बने उपकरणों और हथियारों का उपयोग होता था 	neutral	0.997	##
33396	गृह-संबंधी	ADJECTIVE	1	घर का या घर से संबंधित 	present	0.384	##
8156	संप्रदान	NOUN	1	व्याकरण में वह कारक जिसमें देना शब्द क्रिया का लक्ष्य होता है अर्थात कर्ता जिसके लिए कुछ कार्य करता है अथवा जिसे कुछ देता है उसे व्यक्त करने वाले कारक रूप 	future	0.343	##
19373	गैलिक	ADJECTIVE	1	फ़्रांस का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
4311	चारा	NOUN	4	सामने आए हुए दो या अधिक ऐसी बातों या कामों में से हर एक जिनमें से एक अपने लिए ग्रहण किया जाने को हो 	neutral	0.413	##
1399	दीपनीया	NOUN	2	एक तरह का सुगंधित बीज जो दवा और मसाले के रूप में प्रयुक्त होता है 	neutral	0.997	##
18733	श्रीलंकाई	ADJECTIVE	1	सिंहल द्वीप का या वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित 	present	0.379	##
7073	ईद-उल-अजहा	NOUN	1	मुसलमानों का एक त्योहार जो जिलहिल मास की दसवीं तारीख को होता है 	neutral	0.997	##
8164	सायंकाल	NOUN	1	वह समय जब दिन का अंत और रात का आरंभ होने को होता है 	neutral	0.997	##
2087	फना	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
2087	महायात्रा	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
6844	ज्येष्ठा	NOUN	1	वह काल जब चंद्रमा ज्येष्ठा नक्षत्र में होता है 	neutral	0.997	##
10045	आपत्ति-काल	NOUN	1	संकट या विपत्ति का समय 	neutral	0.997	##
23359	रेखागणितीय	ADJECTIVE	1	ज्यामिती या रेखागणित का या उससे संबंधित 	future	0.371	##
369	पालि	NOUN	8	बैठे हुए व्यक्ति के सामने की कमर और घुटनों के बीच का भाग जिसमें बच्चे आदि को लिया जाता है और अधिकतर अपने पेट, सीने आदि से सटाया जाता है 	neutral	0.998	##
9644	शिति	NOUN	2	एक वृक्ष की छाल जो पवित्र मानी जाती है और पुराने समय में कुछ लिखने के काम भी आती थी 	neutral	0.597	##
30599	दस_हज़ार	NOUN	2	अंकों के स्थानों की गिनती में इकाई की ओर से गिनने पर पाँचवाँ स्थान जिसमें दस हज़ार गुणित का बोध होता है 	neutral	0.738	##
3226	वरांगी	NOUN	5	एक प्रकार का गंधद्रव्य जो सीप अथवा घोंघे की जाति के एक जन्तु विशेष के ऊपरी मुख के आवरण का ढकना होता है 	neutral	0.997	##
729	अनुचित	ADJECTIVE	1	जिसमें नैतिकता न हो या जो नैतिक न हो 	present	0.342	##
851	जन्म_समय	NOUN	1	जन्म होने का समय या वह समय जब किसी का जन्म होता है 	neutral	0.997	##
26695	इन्टरनेट	NOUN	1	संगणक संबंधी एक सार्वभौम प्रणाली जिसके द्वारा संगणकों के मध्य संप्रेषण होता है 	neutral	0.407	##
878	समां	NOUN	1	मिनटों, घंटों, वर्षों आदि में नापी जाने वाली दूरी या गति जिससे भूत, वर्तमान आदि का बोध होता है 	neutral	0.997	##
878	समाँ	NOUN	1	मिनटों, घंटों, वर्षों आदि में नापी जाने वाली दूरी या गति जिससे भूत, वर्तमान आदि का बोध होता है 	neutral	0.997	##
11296	धनिष्ठा_नक्षत्र	NOUN	2	वह समय जब चंद्रमा धनिष्ठा नक्षत्र में होता है 	neutral	0.997	##
28655	उत्तर-मध्य	ADJECTIVE	1	उत्तर-मध्य भाग का या उत्तर-मध्य भाग से संबंधित 	present	0.385	##
798	द्वार	NOUN	1	इधर-उधर घिरे हुए स्थान के बीच में वह खुला स्थान जिससे होकर लोग, जंतु, आदि अंदर बाहर आते-जाते हैं 	past	0.423	##
21398	उर्दू	ADJECTIVE	1	उर्दू भाषा का या उससे संबंधित 	future	0.371	##
2025	तमयी	NOUN	1	सूर्यास्त और सूर्योदय के बीच का समय 	neutral	0.997	##
10550	प्रेगनेन्सी	NOUN	1	गर्भाधान के समय से लेकर बच्चे के जन्म लेने तक की अवस्था 	neutral	0.997	##
7248	दोहराव	NOUN	1	बार-बार किसी बात या काम के होने या किए जाने की क्रिया 	future	0.387	##
1858	अन्तर्द्वार	NOUN	1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है 	neutral	0.997	##
44	फ़ज़ीहत	NOUN	1	वह बात या कार्य जिससे किसी का मान या प्रतिष्ठा कम हो 	future	0.376	##
9327	पञ्चेन्द्रिय	NOUN	1	पाँच ज्ञानेंद्रियाँ जिनसे प्राणियों को बाह्यजगत का ज्ञान होता है 	future	0.409	##
1876	सूचिका	NOUN	2	हाथी का वह अगला लम्बा अंग जो प्रायः जमीन तक लटकता रहता है और जो उसकी नाक होता है 	neutral	0.997	##
839	उपाय	NOUN	2	सामने आए हुए दो या अधिक ऐसी बातों या कामों में से हर एक जिनमें से एक अपने लिए ग्रहण किया जाने को हो 	neutral	0.413	##
30599	१००००	NOUN	2	अंकों के स्थानों की गिनती में इकाई की ओर से गिनने पर पाँचवाँ स्थान जिसमें दस हज़ार गुणित का बोध होता है 	neutral	0.738	##
2325	अंबक	NOUN	1	वह इंद्रिय जिससे प्राणियों को रूप, वर्ण, विस्तार तथा आकार का ज्ञान होता है 	future	0.42	##
869	दूर_का	ADJECTIVE	1	दूर का या जो दूर या फासले पर हो 	future	0.329	##
6419	ठीकरा	NOUN	3	कहीं की खुदाई में निकला हुआ, प्राचीन काल के मिट्टी के बरतन का वह टुकड़ा जिसका ऐतिहासिक तथा पुरातात्विक महत्व होता है 	neutral	0.738	##
11678	संयोजक_शब्द	NOUN	1	व्याकरण में वह शब्द जो दो शब्दों अथवा वाक्यों के बीच में उन्हें जोड़ने के लिए आता है 	past	0.424	##
6909	पूर्वीय	ADJECTIVE	1	पूरब का या पूरब से संबंधित 	present	0.384	##
2087	मरण	NOUN	1	शरीर से प्राण निकल जाने के बाद की अवस्था 	past	0.338	##
505	भुजामध्य	NOUN	1	बाँह के बीच का वह जोड़ जहाँ से हाथ और कलाई मुड़कर ऊपर उठती है 	neutral	0.997	##
6924	पुश्तैनी	ADJECTIVE	1	बाप दादा के समय से चला आया हुआ या बाप दादा से मिला हुआ 	neutral	0.602	##
10625	ध्रुवीय	ADJECTIVE	1	ध्रुव का या ध्रुव से संबंधित 	present	0.384	##
269	दाप	NOUN	2	चित्त का वह उग्र भाव जो कष्ट या हानि पहुँचाने वाले अथवा अनुचित काम करने वाले के प्रति होता है 	neutral	0.738	##
6459	हर_दिन	ADVERB	1	हर एक दिन 	neutral	0.895	##
1109	अपराधशील	ADJECTIVE	1	जो अपराध में लगा हुआ हो या जो स्वभाव से ही अपराध करने वाला या अपराधों की ओर प्रवृत्त होने वाला हो 	present	0.353	##
1403	आफ़त	NOUN	3	संकट या विपत्ति का समय 	neutral	0.997	##
3725	इंसाफ़	NOUN	1	वह बात जो उचित या नियम के अनुकूल हो 	future	0.324	##
33455	र	NOUN	1	हिंदी वर्णमाला का सत्ताइसवाँ व्यंजन अक्षर जिसे स्पर्श वर्ण तथा ऊष्म वर्ण के बीच का वर्ण होने के कारण अन्तस्थ वर्ण भी कहा जाता है 	neutral	0.997	##
1029	गाज	NOUN	2	आकाश में सहसा क्षण भर के लिए दिखाई देने वाला वह प्रकाश जो बादलों में वातावरण की विद्युत शक्ति के संचार के कारण होता है 	neutral	0.997	##
9678	भू_विज्ञान	NOUN	1	वह शास्त्र जिसके द्वारा इस बात का ज्ञान होता है कि पृथ्वी के ऊपरी और भीतरी भाग किन-किन तत्वों से बने हैं 	future	0.422	##
38515	31वीं	NOUN	1	तीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि इकतीस की क्रमसूचक संख्या होती है 	past	0.323	##
26847	2रा	NOUN	2	पहली के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि दो की क्रमसूचक संख्या होती है 	past	0.323	##
3178	ग्रीक	ADJECTIVE	1	जो यूनान, वहाँ के निवासी, भाषा, संस्कृति इत्यादि से संबंधित हो या यूनान देश का हो 	present	0.35	##
19080	प्रौढ़ावस्था	NOUN	2	वह समय जब कोई अधेड़ हो 	neutral	0.997	##
4061	खोपड़ी	NOUN	2	शरीर का वह भाग जिसके अंदर मस्तिष्क होता है 	neutral	0.997	##
7766	सम्बन्ध	NOUN	6	मनुष्यों का वह पारस्परिक संबंध जो एक ही कुल में जन्म लेने अथवा विवाह आदि करने से होता है 	neutral	0.997	##
11816	मतवार	ADJECTIVE	1	जो आपे में न हो 	present	0.407	##
34615	घटना-क्रम	NOUN	1	एक के बाद एक होने वाली घटनाओं का क्रम या सिलसिला 	past	0.359	##
38515	31वाँ	NOUN	1	तीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि इकतीस की क्रमसूचक संख्या होती है 	past	0.323	##
38495	2री	NOUN	1	पहली के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि दो की क्रमसूचक संख्या होती है 	past	0.323	##
35946	परग्रही	ADJECTIVE	1	दूसरे ग्रह का या दूसरे ग्रह से संबंधित 	present	0.384	##
260	स्वर	NOUN	3	कोमलता, तीव्रता, उतार-चढ़ाव आदि से युक्त वह शब्द जो प्राणियों के गले से आता है 	present	0.352	##
1770	युग	NOUN	8	संस्कृति के इतिहास में वह काल मान जो समय और अवस्था आदि की दृष्टि से अपना एक परिभाष्य या महत्वपूर्ण स्थान रखता हो 	present	0.313	##
959	पैतृक	ADJECTIVE	2	बाप दादा के समय से चला आया हुआ या बाप दादा से मिला हुआ 	neutral	0.602	##
965	विधान	NOUN	1	मनुष्यों के आचार-व्यवहार के लिए राज्य द्वारा स्थिर किए हुए वे नियम या विधान, जिनका पालन सबके लिए आवश्यक और अनिवार्य होता है और जिनका उल्लंघन करने से मनुष्य दंडित होता या हो सकता है 	neutral	0.997	##
